GBS.V4names,TAXA,GBS.V3names,LegacySNPsSimulatedPhenotypeNames,WGSnames,FAKEPHENO
PI592733:250031273,PI221736,PI592733.81FE7ABXX.3.D11,NA,#N/A,1
NA,PI340841,PI591022.D0D0BACXX.4.D11,NA,#N/A,NA
NA,EZ8,EA2024.633Y5AAXX.5.C1,NA,#N/A,NA
PI550519:250032952,CML325,PI550519.81N4HABXX.1.F5,NA,#N/A,1
CIze86:250034885,Ames29004,CIze86.81FENABXX.3.H9,NA,#N/A,1
NA,PI200188,PI550515.D0D0BACXX.4.B2,NA,#N/A,NA
PI558521:250033063,PI267169,PI558521.81N4HABXX.2.E1,NA,#N/A,1
NA,PI415089,Mp339.8042MABXX.4.C12,NA,#N/A,NA
Ames12728:250032927,PI198897,Ames12728.81N4HABXX.1.A5,NA,#N/A,1
PI340870:250031324,PI221794,PI340870.81FE7ABXX.3.H4,NA,#N/A,1
Ames28979:250033828,EZ30,Ames28979.81FENABXX.1.E4,NA,#N/A,1
Ames26750:250031251,PI221813,Ames26750.81FE7ABXX.3.B10,NA,#N/A,1
NA,Ames10260,Ames27201.D0D0BACXX.4.C3,NA,#N/A,NA
NA,Ames29006,Hi27.8042MABXX.3.F2,NA,#N/A,NA
Ames14116:250033794,Ames29008,Ames14116.81FENABXX.1.C2,NA,#N/A,1
Ames26119:250035075,PI641229,Ames26119.81FENABXX.5.D1,NA,#N/A,1
PI550517:250033064,EZ4,PI550517.81N4HABXX.2.E2,NA,#N/A,1
NSL437896:250031048,Ames25181,NSL437896.81FE7ABXX.1.F6,NA,#N/A,1
NSL437909:250031006,Ames14115,NSL437909.81FE7ABXX.1.C8,NA,#N/A,1
NA,PI340842,PI340845.D0D0BACXX.3.F12,NA,#N/A,NA
Ames19011:250031433,Ames10249,Ames19011.81FE7ABXX.4.F10,NA,#N/A,1
Ames26130:250034927,CML368,Ames26130.81FENABXX.4.A12,NA,#N/A,1
Ames26800:250031557,PI601360,Ames26800.81FE7ABXX.5.F7,NA,#N/A,1
PI540750:250032020,PI186193,PI540750.81FE8ABXX.2.C6,NA,#N/A,1
PI340863:250031313,Ames28930,PI340863.81FE7ABXX.3.G5,NA,#N/A,1
PI221817:250034933,PI340859,PI221817.81FENABXX.4.B9,NA,#N/A,1
PI221820:250031661,CIze38,PI221820.81FE7ABXX.6.B6,NA,#N/A,1
NSL437877:250034876,Ames29019,NSL437877.81FENABXX.3.G12,NA,#N/A,1
PI340856:250031438,Ames23400,PI340856.81FE7ABXX.4.G3,NA,#N/A,1
NSL437948:250031123,PI221741,NSL437948.81FE7ABXX.2.B9,NA,#N/A,1
Ames10277:250033095,PI550918,Ames10277.81N4HABXX.2.G9,NA,#N/A,1
PI511804:250032799,Ames28986,PI511804.81FE8ABXX.7.A4,NA,#N/A,1
PI596628:250031836,Ames28974,PI596628.81FE7ABXX.7.H8,NA,#N/A,1
PI558530:250032970,PI561516,PI558530.81N4HABXX.1.G11,NA,#N/A,1
NA,Ames24706,Hy.8042MABXX.3.D5,NA,#N/A,NA
PI558517:250032802,Ames29010,PI558517.81FE8ABXX.7.A9,NA,#N/A,1
CIze81:250035111,Ames28972,CIze81.81FENABXX.5.F5,NA,#N/A,1
PI186199:250034727,PI221734,PI186199.81FENABXX.2.F2,NA,#N/A,1
NA,PI633840,F44.8042MABXX.4.C4,NA,#N/A,NA
NA,Ames23389,KY228.8042MABXX.4.G10,NA,#N/A,NA
PI511315:250033085,Ames20191,PI511315.81N4HABXX.2.F11,NA,#N/A,1
NA,PI303939,CML91.8042MABXX.2.E12,NA,#N/A,NA
NSL438038:250031115,NSL22628,NSL438038.81FE7ABXX.2.A10,NA,#N/A,1
PI596503:250034676,PI340813,PI596503.81FENABXX.2.B3,NA,#N/A,1
Ames23415:250034736,Ames26133,Ames23415.81FENABXX.2.F11,NA,#N/A,1
Ames19286:250034674,Ames28984,Ames19286.81FENABXX.2.B1,NA,#N/A,1
Ames27045:250035267,NSL81595,Ames27045.81FENABXX.6.H10,NA,#N/A,1
PI634207:250031551,PI601270,PI634207.81FE7ABXX.5.F1,NA,#N/A,1
NA,CML337,EZ18.633Y5AAXX.5.A11,NA,#N/A,NA
PI558526:250032798,Ames29005,PI558526.81FE8ABXX.7.D12,NA,#N/A,1
PI405706:250035008,MR01,PI405706.81FENABXX.4.H5,NA,#N/A,1
PI391679:250033780,PI506256,PI391679.81FENABXX.1.A6,NA,#N/A,1
NSL29286:250033729,PI221749,NSL29286.81N4HABXX.7.G8,NA,#N/A,1
PI340830:250034707,Ames28995,PI340830.81FENABXX.2.A9,NA,#N/A,1
Ames10257:250033171,Ames28950,Ames10257.81N4HABXX.3.D2,NA,#N/A,1
Ames10287:250032568,PI340858,Ames10287.81FE8ABXX.6.F2,NA,#N/A,1
PI221785:250031153,NSL30869,PI221785.81FE7ABXX.2.B6,NA,#N/A,1
PI257513:250032184,MR14,PI257513.81FE8ABXX.3.E11,NA,#N/A,1
Ames28943:250034960,PI601332,Ames28943.81FENABXX.4.A7,NA,#N/A,1
NSL75971:250031664,EZ21,NSL75971.81FE7ABXX.6.D4,NA,#N/A,1
NSL22630:250035258,Ames28971,NSL22630.81FENABXX.6.H1,NA,#N/A,1
Ames10258:250033159,PI221805,Ames10258.81N4HABXX.3.C2,NA,#N/A,1
Ames28981:250033657,PI561535,Ames28981.81N4HABXX.7.A12,NA,#N/A,1
Ames14211:250031517,PI340839,Ames14211.81FE7ABXX.5.C11,NA,#N/A,1
CML116:250031673,Ames28988,CML116.81FE7ABXX.6.E8,NA,#N/A,1
NA,PI200189,MEF156.55.2.8042MABXX.4.D10,NA,#N/A,NA
PI558533:250033206,PI632413,PI558533.81N4HABXX.3.F5,NA,#N/A,1
PI303924:250032405,PI641242,PI303924.81FE8ABXX.5.C10,NA,#N/A,1
NA,PI200182,EA2841.633Y5AAXX.5.D1,NA,#N/A,NA
NA,PI340878,EZ51.633Y5AAXX.5.D7,NA,#N/A,NA
Ames28944:250031300,PI340860,Ames28944.81FE7ABXX.3.F4,NA,#N/A,1
Ames21096:250032520,PI550916,Ames21096.81FE8ABXX.6.B9,NA,#N/A,1
Ames28991:250031202,EZ31,Ames28991.81FE7ABXX.2.H9,NA,#N/A,1
PI221821:250031563,CML213,PI221821.81FE7ABXX.5.G1,NA,#N/A,1
NSL437890:250031257,NSL437950,NSL437890.81FE7ABXX.3.C5,NA,#N/A,1
NSL438040:250034922,Ames26755,NSL438040.81FENABXX.4.A3,NA,#N/A,1
NA,GT601,PI542942.D0D0BACXX.4.E10,NA,#N/A,NA
NA,Ames26028,IDS69.8042MABXX.4.F3,NA,#N/A,NA
PI591017:250033473,PI198905,PI591017.81N4HABXX.5.G6,NA,#N/A,1
MP462:250032277,PI596629,MP462.81FE8ABXX.4.C9,NA,#N/A,1
Ames28982:250033701,CML326,Ames28982.81N4HABXX.7.E4,NA,#N/A,1
NSL437946:250035127,NSL242483,NSL437946.81FENABXX.5.G9,NA,#N/A,1
Ames28417:250031131,PI221743,Ames28417.81FE7ABXX.2.C6,NA,#N/A,1
PI303942:250032936,PI550520,PI303942.81N4HABXX.1.E1,NA,#N/A,1
PI221822:250031831,NSL438039,PI221822.81FE7ABXX.7.H3,NA,#N/A,1
PI340865:250031545,PI405713,PI340865.81FE7ABXX.5.E7,NA,#N/A,1
PI561526:250033228,PI340812,PI561526.81N4HABXX.3.H3,NA,#N/A,1
PI303935:250032525,PI391678,PI303935.81FE8ABXX.6.C3,NA,#N/A,1
NA,PI641247,CML247.8042MABXX.4.F11,NA,#N/A,NA
PI542716:250033423,CML98,PI542716.81N4HABXX.5.C12,NA,#N/A,1
NA,PI459078,PI548789.D0D0BACXX.4.E3,NA,#N/A,NA
Ames28929:250032152,CML336,Ames28929.81FE8ABXX.3.C11,NA,#N/A,1
NA,PI340869,PI542947.D0D0BACXX.4.A8,NA,#N/A,NA
PI518660:250035215,PI198892,PI518660.81FENABXX.6.A9,NA,#N/A,1
PI641232:250031824,Ames28999,PI641232.81FE7ABXX.7.G8,NA,#N/A,1
Ames28953:250031121,Ames22761,Ames28953.81FE7ABXX.2.B4,NA,#N/A,1
PI186231:250031046,Ames29003,PI186231.81FE7ABXX.1.F4,NA,#N/A,1
Ames28360:250031256,PI601331,Ames28360.81FE7ABXX.3.C4,NA,#N/A,1
Ames2334:250033543,EP28,Ames2334.81N4HABXX.6.C5,NA,#N/A,1
PI520771:250034853,PI561523,PI520771.81FENABXX.3.F1,NA,#N/A,1
PI186228:250033564,Ames2523,PI186228.81N4HABXX.6.A9,NA,#N/A,1
NSL438041:250031183,CML197,NSL438041.81FE7ABXX.2.G2,NA,#N/A,1
Ames19017:250033742,Ames29001,Ames19017.81N4HABXX.7.H9,NA,#N/A,1
PI415087:250032417,PI340846,PI415087.81FE8ABXX.5.D12,NA,#N/A,1
NA,Ames29045,EZ11A.633Y5AAXX.5.G10,NA,#N/A,NA
NA,PI550903,NSL250298.D0D0BACXX.4.F12,NA,#N/A,NA
Ames10276:250033172,Ames22011,Ames10276.81N4HABXX.3.D3,NA,#N/A,1
PI221738:250033052,Ames10252,PI221738.81N4HABXX.2.D12,NA,#N/A,1
PI221737:250031653,PI198889,PI221737.81FE7ABXX.6.D10,NA,#N/A,1
PI303925:250033557,PI200181,PI303925.81N4HABXX.6.D9,NA,#N/A,1
NSL437871:250035047,Ames10272,NSL437871.81FENABXX.5.A1,NA,#N/A,1
PI415088:250032331,MP717,PI415088.81FE8ABXX.4.G7,NA,#N/A,1
CML107:250031909,PI340868,CML107.81FE8ABXX.1.D12,NA,#N/A,1
NA,PI561521,CML328.8042MABXX.4.A4,NA,#N/A,NA
NA,SC353,L578.8042MABXX.3.A7,NA,#N/A,NA
Ames10261:250033107,Ames28973,Ames10261.81N4HABXX.2.H9,NA,#N/A,1
NA,PI221733,CML157Q.8042MABXX.2.H11,NA,#N/A,NA
Ames10256:250033096,PI542778,Ames10256.81N4HABXX.2.G10,NA,#N/A,1
NSL437920:250031052,PI340877,NSL437920.81FE7ABXX.1.F10,NA,#N/A,1
NSL437878:250031000,CML195,NSL437878.81FE7ABXX.1.C2,NA,#N/A,1
PI221789:250034688,Ames10273,PI221789.81FENABXX.2.C7,NA,#N/A,1
Ames19005:250032014,PI542955,Ames19005.81FE8ABXX.2.B11,NA,#N/A,1
CML487:250033077,PI200185,CML487.81N4HABXX.2.F3,NA,#N/A,1
Ames28978:250031514,EZ5,Ames28978.81FE7ABXX.5.C8,NA,#N/A,1
Ames12727:250035100,Ames28998,Ames12727.81FENABXX.5.E6,NA,#N/A,1
CIze85:250031044,EZ14,CIze85.81FE7ABXX.1.F2,NA,#N/A,1
NSL30907:250034756,PI340847,NSL30907.81FENABXX.2.H7,NA,#N/A,1
PI186196:250033823,CML229,PI186196.81FENABXX.1.D4,NA,#N/A,1
Ames10274:250033192,PI186219,Ames10274.81N4HABXX.3.E3,NA,#N/A,1
Ames28989:250031007,Ames29018,Ames28989.81FE7ABXX.1.C9,NA,#N/A,1
PI186195:250033193,Ames14112,PI186195.81N4HABXX.3.E4,NA,#N/A,1
Ames29009:250033795,Ames29016,Ames29009.81FENABXX.1.C3,NA,#N/A,1
CIze82:250035102,Ames28985,CIze82.81FENABXX.5.E8,NA,#N/A,1
NA,PI198896,Pa91.8042MABXX.4.E5,NA,#N/A,NA
PI221735:250033210,PI641238,PI221735.81N4HABXX.3.F9,NA,#N/A,1
Ames12733:250032773,PI550925,Ames12733.81FE8ABXX.7.B8,NA,#N/A,1
PI198904:250034980,PI405714,PI198904.81FENABXX.4.F1,NA,#N/A,1
PI221750:250033571,PI405711,PI221750.81N4HABXX.6.E1,NA,#N/A,1
PI548792:250031686,PI406106,PI548792.81FE7ABXX.6.F9,NA,#N/A,1
NA,PI406125,BAI_IIIb.6.81FE7ABXX.7.F2,NA,#N/A,NA
PI550443:250031110,PI198903,PI550443.81FE7ABXX.2.A1,NA,#N/A,1
NA,CML474,M14.8042MABXX.2.A8,NA,#N/A,NA
NA,PI550561,NC310.8042MABXX.3.B9,NA,#N/A,NA
NSL75980:250031657,PI186187,NSL75980.81FE7ABXX.6.A5,NA,#N/A,1
Ames2335:250031923,PI221806,Ames2335.81FE8ABXX.1.E4,NA,#N/A,1
PI221790:250031399,EP45,PI221790.81FE7ABXX.4.D10,NA,#N/A,1
Ames20118:250033181,Ames28980,Ames20118.81N4HABXX.3.A5,NA,#N/A,1
PI610494:250033842,PI186223,PI610494.81FENABXX.1.F6,NA,#N/A,1
Ames26126:250031190,EA1070,Ames26126.81FE7ABXX.2.G9,NA,#N/A,1
PI633728:250033270,EP61,PI633728.81N4HABXX.4.A2,NA,#N/A,1
NA,PI340871,EZ10.633Y5AAXX.5.H4,NA,#N/A,NA
NA,PI553061,PI543840.D0D0BACXX.3.G1,NA,#N/A,NA
Ames2336:250031533,Ames26134,Ames2336.81FE7ABXX.5.B5,NA,#N/A,1
PI221797:250033024,PI186218,PI221797.81N4HABXX.2.B2,NA,#N/A,1
Ames28934:250035002,PI340872,Ames28934.81FENABXX.4.G11,NA,#N/A,1
PI186192:250034711,PI186221,PI186192.81FENABXX.2.C1,NA,#N/A,1
PI221736:250031760,NSL437933,PI221736.81FE7ABXX.7.B11,NA,#N/A,1
PI340841:250031170,Ames25218,PI340841.81FE7ABXX.2.F1,NA,#N/A,1
NA,PI391680,EZ8.633Y5AAXX.5.B8,NA,#N/A,NA
CML325:250031314,Ames22760,CML325.81FE7ABXX.3.G6,NA,#N/A,1
Ames29004:250034706,PI200187,Ames29004.81FENABXX.2.A7,NA,#N/A,1
PI200188:250034695,PI200184,PI200188.81FENABXX.2.D2,NA,#N/A,1
PI267169:250035255,Ames12730,PI267169.81FENABXX.6.G10,NA,#N/A,1
PI415089:250035239,Ames25182,PI415089.81FENABXX.6.F6,NA,#N/A,1
PI198897:250033804,CML392,PI198897.81FENABXX.1.C12,NA,#N/A,1
PI221794:250034678,MR09,PI221794.81FENABXX.2.B8,NA,#N/A,1
NA,SC343,EZ30.633Y5AAXX.5.D6,NA,#N/A,NA
PI221813:250033670,PI303944,PI221813.81N4HABXX.7.C5,NA,#N/A,1
Ames10260:250031197,Ames29013,Ames10260.81FE7ABXX.2.H4,NA,#N/A,1
Ames29006:250033871,CML312,Ames29006.81FENABXX.1.H11,NA,#N/A,1
Ames29008:250034712,CML419,Ames29008.81FENABXX.2.D4,NA,#N/A,1
PI641229:250031189,Ames29021,PI641229.81FE7ABXX.2.G8,NA,#N/A,1
NA,PI561517,EZ4.633Y5AAXX.5.A7,NA,#N/A,NA
NA,Ames2327,Ames25181.D0D0BACXX.4.F11,NA,#N/A,NA
Ames14115:250034754,PI186227,Ames14115.81FENABXX.2.H5,NA,#N/A,1
PI340842:250031020,PI654053,PI340842.81FE7ABXX.1.D12,NA,#N/A,1
Ames10249:250033148,PI391676,Ames10249.81N4HABXX.3.A11,NA,#N/A,1
CML368:250031794,Ames29011,CML368.81FE7ABXX.7.E2,NA,#N/A,1
PI601360:250031440,Ames22767,PI601360.81FE7ABXX.4.G5,NA,#N/A,1
PI186193:250032891,PI340844,PI186193.81N4HABXX.1.A6,NA,#N/A,1
Ames28930:250035091,PI340850,Ames28930.81FENABXX.5.B7,NA,#N/A,1
PI340859:250033058,PI550919,PI340859.81N4HABXX.2.B6,NA,#N/A,1
CIze38:250031151,PI593012,CIze38.81FE7ABXX.2.A9,NA,#N/A,1
Ames29019:250031448,CML227,Ames29019.81FE7ABXX.4.H1,NA,#N/A,1
Ames23400:250034570,PI542776,Ames23400.81FENABXX.7.D5,NA,#N/A,1
NA,PI186216,CI3A.8042MABXX.2.H4,NA,#N/A,NA
PI221741:250031146,CML184,PI221741.81FE7ABXX.2.D11,NA,#N/A,1
PI550918:250033459,PI641246,PI550918.81N4HABXX.5.F4,NA,#N/A,1
Ames28986:250034820,CML288,Ames28986.81FENABXX.3.C12,NA,#N/A,1
Ames28974:250031546,Ames29015,Ames28974.81FE7ABXX.5.E8,NA,#N/A,1
PI561516:250031819,Ames22762,PI561516.81FE7ABXX.7.G3,NA,#N/A,1
Ames24706:250032451,Ames10267,Ames24706.81FE8ABXX.5.F12,NA,#N/A,1
Ames29010:250033808,PI654052,Ames29010.81FENABXX.1.D5,NA,#N/A,1
Ames28972:250033744,PI564852,Ames28972.81N4HABXX.7.H11,NA,#N/A,1
PI221734:250033188,PI548790,PI221734.81N4HABXX.3.D4,NA,#N/A,1
PI633840:250032201,Ames29002,PI633840.81FE8ABXX.3.G4,NA,#N/A,1
Ames23389:250031886,Ames28990,Ames23389.81FE8ABXX.1.B10,NA,#N/A,1
Ames20191:250035200,Ames20119,Ames20191.81FENABXX.6.C11,NA,#N/A,1
PI303939:250032431,PI561534,PI303939.81FE8ABXX.5.E4,NA,#N/A,1
NSL22628:250032945,Ames10262,NSL22628.81N4HABXX.1.E10,NA,#N/A,1
PI340813:250031679,PI542777,PI340813.81FE7ABXX.6.F2,NA,#N/A,1
NA,Ames28987,CML92.8042MABXX.2.F3,NA,#N/A,NA
Ames26133:250035052,CML118,Ames26133.81FENABXX.5.A10,NA,#N/A,1
NA,PI561606,SC357.8042MABXX.3.G12,NA,#N/A,NA
Ames28984:250031266,Ames28992,Ames28984.81FE7ABXX.3.D2,NA,#N/A,1
NA,PI391682,NC298.8042MABXX.2.C7,NA,#N/A,NA
NSL81595:250032580,NSL437956,NSL81595.81FE8ABXX.6.G2,NA,#N/A,1
PI601270:250033857,NSL437893,PI601270.81FENABXX.1.G9,NA,#N/A,1
CML337:250031625,PI198906,CML337.81FE7ABXX.6.A12,NA,#N/A,1
Ames29005:250031510,PI550902,Ames29005.81FE7ABXX.5.C4,NA,#N/A,1
NA,CML370,MR01_.Araguito._S6.81FE8ABXX.4.A11,NA,#N/A,NA
PI506256:250032017,PI635138,PI506256.81FE8ABXX.2.C3,NA,#N/A,1
PI221749:250032931,SAN_349a,PI221749.81N4HABXX.1.B6,NA,#N/A,1
Ames28995:250031298,CML330,Ames28995.81FE7ABXX.3.F2,NA,#N/A,1
Ames28950:250031203,Ames29017,Ames28950.81FE7ABXX.2.H10,NA,#N/A,1
PI340858:250031671,PI639946,PI340858.81FE7ABXX.6.E6,NA,#N/A,1
NSL30869:250031292,PI550908,NSL30869.81FE7ABXX.3.E8,NA,#N/A,1
NA,Ames28977,MR14_.Longfellow_Flint..81FENABXX.7.C1,NA,#N/A,NA
PI601332:250031898,CML375,PI601332.81FE8ABXX.1.C11,NA,#N/A,1
NA,CML448,Ia5125.8042MABXX.4.F5,NA,#N/A,NA
NA,PI506258,EZ21.633Y5AAXX.5.F5,NA,#N/A,NA
Ames28971:250031521,PI539870,Ames28971.81FE7ABXX.5.D3,NA,#N/A,1
NA,PI200179,CML61.8042MABXX.4.A7,NA,#N/A,NA
PI221805:250035115,Ames28996,PI221805.81FENABXX.5.F9,NA,#N/A,1
PI561535:250032836,PI641073,PI561535.81FE8ABXX.7.G4,NA,#N/A,1
PI340839:250031139,PI186184,PI340839.81FE7ABXX.2.D2,NA,#N/A,1
Ames28988:250035097,CML376,Ames28988.81FENABXX.5.E3,NA,#N/A,1
PI200189:250032514,CML482,PI200189.81FE8ABXX.6.A12,NA,#N/A,1
NA,PI340854,PI632413.D0D0BACXX.4.D4,NA,#N/A,NA
PI641242:250031404,EZ29,PI641242.81FE7ABXX.4.A7,NA,#N/A,1
PI200182:250034751,PI340821,PI200182.81FENABXX.2.H2,NA,#N/A,1
NA,CML433,CI21E.8042MABXX.3.H2,NA,#N/A,NA
PI340878:250034993,CML430,PI340878.81FENABXX.4.G2,NA,#N/A,1
PI340860:250033699,CML225,PI340860.81N4HABXX.7.E2,NA,#N/A,1
PI550916:250031953,PI558529,PI550916.81FE8ABXX.1.G10,NA,#N/A,1
NA,NSL437945,EZ31.633Y5AAXX.5.D11,NA,#N/A,NA
CML213:250031708,PI550911,CML213.81FE7ABXX.6.H7,NA,#N/A,1
NSL437950:250035098,PI303940,NSL437950.81FENABXX.5.E4,NA,#N/A,1
Ames26755:250031580,CML226,Ames26755.81FE7ABXX.5.H6,NA,#N/A,1
GT601:250032918,PI405712,GT601.81N4HABXX.1.D3,NA,#N/A,1
Ames26028:250031141,Ames29007,Ames26028.81FE7ABXX.2.D5,NA,#N/A,1
PI198905:250034829,CML495,PI198905.81FENABXX.3.D11,NA,#N/A,1
PI596629:250033050,Ames23924,PI596629.81N4HABXX.2.D10,NA,#N/A,1
CML326:250031780,PI198895,CML326.81FE7ABXX.7.D10,NA,#N/A,1
NSL242483:250032529,PI198893,NSL242483.81FE8ABXX.6.C7,NA,#N/A,1
PI221743:250032602,PI595536,PI221743.81FE8ABXX.6.H12,NA,#N/A,1
PI550520:250035222,PI186197,PI550520.81FENABXX.6.E1,NA,#N/A,1
NSL438039:250035112,PI303937,NSL438039.81FENABXX.5.F6,NA,#N/A,1
PI405713:250034728,NSL437929,PI405713.81FENABXX.2.F3,NA,#N/A,1
PI340812:250033542,Ames29012,PI340812.81N4HABXX.6.C4,NA,#N/A,1
PI391678:250031455,PI595539,PI391678.81FE7ABXX.4.H8,NA,#N/A,1
PI641247:250032179,Ames2337,PI641247.81FE8ABXX.3.E6,NA,#N/A,1
NA,CML236,CML332.8042MABXX.2.D10,NA,#N/A,NA
CML98:250031800,CML366,CML98.81FE7ABXX.7.E8,NA,#N/A,1
PI459078:250034696,PI550904,PI459078.81FENABXX.2.D3,NA,#N/A,1
CML336:250033091,CML340,CML336.81N4HABXX.2.G5,NA,#N/A,1
PI340869:250031152,PI641062,PI340869.81FE7ABXX.2.B5,NA,#N/A,1
PI198892:250031040,PI635139,PI198892.81FE7ABXX.1.E10,NA,#N/A,1
Ames28999:250033777,CML318,Ames28999.81FENABXX.1.A1,NA,#N/A,1
Ames22761:250033475,PI639942,Ames22761.81N4HABXX.5.G8,NA,#N/A,1
Ames29003:250031705,Ames10271,Ames29003.81FE7ABXX.6.H4,NA,#N/A,1
PI601331:250032035,PI635130,PI601331.81FE8ABXX.2.D11,NA,#N/A,1
NA,CML346,EP28.633Y5AAXX.5.H8,NA,#N/A,NA
PI561523:250032925,PI639939,PI561523.81N4HABXX.1.D12,NA,#N/A,1
Ames2523:250032199,CML377,Ames2523.81FE8ABXX.3.G2,NA,#N/A,1
CML197:250031778,PI233312,CML197.81FE7ABXX.7.D8,NA,#N/A,1
Ames29001:250031449,PI198888,Ames29001.81FE7ABXX.4.H2,NA,#N/A,1
PI340846:250031707,Ames2332,PI340846.81FE7ABXX.6.H6,NA,#N/A,1
Ames29045:250031785,PI558527,Ames29045.81FE7ABXX.7.A7,NA,#N/A,1
PI550903:250032154,Ames29014,PI550903.81FE8ABXX.3.D1,NA,#N/A,1
Ames22011:250035077,PI186188,Ames22011.81FENABXX.5.D3,NA,#N/A,1
Ames10252:250033235,PI186226,Ames10252.81N4HABXX.3.H10,NA,#N/A,1
PI198889:250034975,Ames28975,PI198889.81FENABXX.4.E8,NA,#N/A,1
PI200181:250034732,CML344,PI200181.81FENABXX.2.F7,NA,#N/A,1
Ames10272:250033211,PI340855,Ames10272.81N4HABXX.3.F10,NA,#N/A,1
MP717:250032937,NSL437940,MP717.81N4HABXX.1.E2,NA,#N/A,1
PI340868:250031277,PI619431,PI340868.81FE7ABXX.3.A7,NA,#N/A,1
PI561521:250033067,PI635129,PI561521.81N4HABXX.2.E5,NA,#N/A,1
SC353:250031656,CML388,SC353.81FE7ABXX.6.A4,NA,#N/A,1
Ames28973:250033704,CML387,Ames28973.81N4HABXX.7.E7,NA,#N/A,1
PI221733:250031757,CML389,PI221733.81FE7ABXX.7.B8,NA,#N/A,1
PI542778:250032920,PI200192,PI542778.81N4HABXX.1.D7,NA,#N/A,1
PI340877:250034556,PI639948,PI340877.81FENABXX.7.C2,NA,#N/A,1
CML195:250033204,PI391416,CML195.81N4HABXX.3.F3,NA,#N/A,1
Ames10273:250031771,CML434,Ames10273.81FE7ABXX.7.C11,NA,#N/A,1
PI542955:250031294,SC276Q2,PI542955.81FE7ABXX.3.E10,NA,#N/A,1
PI200185:250033689,PI186185,PI200185.81N4HABXX.7.A5,NA,#N/A,1
NA,CML431,EZ5.633Y5AAXX.5.A12,NA,#N/A,NA
Ames28998:250031385,CML384,Ames28998.81FE7ABXX.4.C6,NA,#N/A,1
NA,PI198902,EZ14.633Y5AAXX.5.B5,NA,#N/A,NA
PI340847:250031060,CML451,PI340847.81FE7ABXX.1.G6,NA,#N/A,1
CML229:250033090,PI303938,CML229.81N4HABXX.2.G4,NA,#N/A,1
PI186219:250032776,PI303943,PI186219.81FE8ABXX.7.B11,NA,#N/A,1
NA,CML316,C123.8042MABXX.3.G8,NA,#N/A,NA
Ames29018:250031543,PI200180,Ames29018.81FE7ABXX.5.E5,NA,#N/A,1
Ames14112:250031426,Ames28994,Ames14112.81FE7ABXX.4.F3,NA,#N/A,1
Ames29016:250033715,Ames23410,Ames29016.81N4HABXX.7.F6,NA,#N/A,1
Ames28985:250035059,Ames29451,Ames28985.81FENABXX.5.B8,NA,#N/A,1
PI198896:250035057,PI641248,PI198896.81FENABXX.5.B3,NA,#N/A,1
PI641238:250033068,PI186191,PI641238.81N4HABXX.2.E6,NA,#N/A,1
PI550925:250033276,CML391,PI550925.81N4HABXX.4.A12,NA,#N/A,1
PI405714:250033728,CML319,PI405714.81N4HABXX.7.G7,NA,#N/A,1
PI405711:250034709,PI340853,PI405711.81FENABXX.2.B6,NA,#N/A,1
NA,Ames29020,K55.8042MABXX.2.B9,NA,#N/A,NA
PI406106:250031457,PI340851,PI406106.81FE7ABXX.4.H10,NA,#N/A,1
PI406125:250034973,Ames14114,PI406125.81FENABXX.4.E6,NA,#N/A,1
NA,PI186198,PI198903.D0D0BACXX.4.G5,NA,#N/A,NA
CML474:250031144,MR25,CML474.81FE7ABXX.2.D9,NA,#N/A,1
PI550561:250035269,PI186230,PI550561.81FENABXX.6.H12,NA,#N/A,1
PI186187:250033810,CML490,PI186187.81FENABXX.1.D8,NA,#N/A,1
PI221806:250034549,PI511805,PI221806.81FENABXX.7.B3,NA,#N/A,1
NA,PI635126,EP45.633Y5AAXX.5.A3,NA,#N/A,NA
NA,PI595540,CML333.8042MABXX.2.D9,NA,#N/A,NA
Ames28980:250034716,PI635136,Ames28980.81FENABXX.2.E3,NA,#N/A,1
NA,Ames29022,Ki3.8042MABXX.4.E11,NA,#N/A,NA
PI186223:250033072,PI550901,PI186223.81N4HABXX.2.E10,NA,#N/A,1
NA,PI186190,Pa880.8042MABXX.4.F2,NA,#N/A,NA
NA,PI542941,EA1070.633Y5AAXX.5.A1,NA,#N/A,NA
NA,PI639941,EP61.633Y5AAXX.5.E12,NA,#N/A,NA
PI340871:250031498,CML383,PI340871.81FE7ABXX.5.A12,NA,#N/A,1
PI553061:250031406,NSL22635,PI553061.81FE7ABXX.4.B5,NA,#N/A,1
Ames26134:250034953,PI561694,Ames26134.81FENABXX.4.D8,NA,#N/A,1
PI186218:250033797,CML361,PI186218.81FENABXX.1.C5,NA,#N/A,1
PI340872:250031161,Ames19007,PI340872.81FE7ABXX.2.E4,NA,#N/A,1
PI186221:250031453,PI593011,PI186221.81FE7ABXX.4.H6,NA,#N/A,1
NSL437933:250034963,PI595543,NSL437933.81FENABXX.4.B6,NA,#N/A,1
Ames25218:250031631,CML476,Ames25218.81FE7ABXX.6.B9,NA,#N/A,1
PI391680:250033703,PI597578,PI391680.81N4HABXX.7.E6,NA,#N/A,1
Ames22760:250032200,PI654050,Ames22760.81FE8ABXX.3.G3,NA,#N/A,1
PI200187:250031775,CML204,PI200187.81FE7ABXX.7.D3,NA,#N/A,1
PI200184:250031145,PI221739,PI200184.81FE7ABXX.2.D10,NA,#N/A,1
Ames12730:250033034,PI550909,Ames12730.81N4HABXX.2.C4,NA,#N/A,1
