GBS.V4names,TAXA,GBS.V3names,LegacySNPsSimulatedPhenotypeNames,WGSnames,FAKEPHENO
NSL32726:250032209,Ames27025,NSL32726.81FE8ABXX.3.G12,NA,#N/A,1
PI614819:250032129,Ames22017,PI614819.81FE8ABXX.3.A6,NA,#N/A,1
PI601727:250035259,PI601459,PI601727.81FENABXX.6.H2,NA,#N/A,1
NA,Ames24735,NC326.8042MABXX.4.H5,NA,#N/A,NA
PI406109:250031132,Ames23445,PI406109.81FE7ABXX.2.C7,NA,#N/A,1
Ames22037:250032444,NSL437964,Ames22037.81FE8ABXX.5.F5,NA,#N/A,1
PI601502:250033565,Ames22031,PI601502.81N4HABXX.6.B5,NA,#N/A,1
NA,EP4,PI548830.D0D0BACXX.3.C8,NA,#N/A,NA
Ames23441:250032508,Ames26117,Ames23441.81FE8ABXX.6.A2,NA,#N/A,1
NSL30889:250033655,NSL32728,NSL30889.81N4HABXX.7.A10,NA,#N/A,1
NA,Ames22019,NSL32720.D0D0BACXX.3.D1,NA,#N/A,NA
Ames23407:250032472,NSL437925,Ames23407.81FE8ABXX.5.H9,NA,#N/A,1
PI594068:250033554,PI601728,PI594068.81N4HABXX.6.D5,NA,#N/A,1
NSL30866:250031626,NSL42878,NSL30866.81FE7ABXX.6.B1,NA,#N/A,1
Ames26783:250033734,EP2008,Ames26783.81N4HABXX.7.H1,NA,#N/A,1
Ames24738:250032546,PI601470,Ames24738.81FE8ABXX.6.A5,NA,#N/A,1
PI601150:250032418,NA,PI601150.81FE8ABXX.5.A4,NA,#N/A,1
Ames22064:250032461,PI559919,Ames22064.81FE8ABXX.5.G10,NA,#N/A,1
PI601610:250031302,PI651538,PI601610.81FE7ABXX.3.F6,NA,#N/A,1
PI594074:250033569,Ames19004,PI594074.81N4HABXX.6.D4,NA,#N/A,1
PI601322:250034686,Ames22052,PI601322.81FENABXX.2.C5,NA,#N/A,1
PI601745:250031639,NSL30883,PI601745.81FE7ABXX.6.C6,NA,#N/A,1
Ames27028:250032579,PI601006,Ames27028.81FE8ABXX.6.G1,NA,#N/A,1
PI601568:250031201,Ames23492,PI601568.81FE7ABXX.2.H8,NA,#N/A,1
PI594072:250031957,Ames_30480,PI594072.81FE8ABXX.1.H2,NA,#N/A,1
NA,NSL30862,EP53.633Y5AAXX.5.D3,NA,#N/A,NA
Ames27056:250033303,Ames23509,Ames27056.81N4HABXX.4.D9,NA,#N/A,1
Ames28946:250031133,PI369443,Ames28946.81FE7ABXX.2.C8,NA,#N/A,1
Ames23437:250034832,PI654048,Ames23437.81FENABXX.3.A5,NA,#N/A,1
NSL65864:250035184,NSL30065,NSL65864.81FENABXX.6.B3,NA,#N/A,1
Ames23498:250034867,PI600956,Ames23498.81FENABXX.3.G3,NA,#N/A,1
Ames22015:250031376,PI542959,Ames22015.81FE7ABXX.4.B8,NA,#N/A,1
PI638594:250032974,Ames26501,PI638594.81N4HABXX.1.H3,NA,#N/A,1
PI600755:250034718,PI601300,PI600755.81FENABXX.2.E5,NA,#N/A,1
PI553063:250031393,PI601009,PI553063.81FE7ABXX.4.D2,NA,#N/A,1
NA,PI233315,EP64.633Y5AAXX.5.E3,NA,#N/A,NA
Ames22065:250032411,PI550554,Ames22065.81FE8ABXX.5.D5,NA,#N/A,1
PI267170:250035180,Ames27052,PI267170.81FENABXX.6.A11,NA,#N/A,1
Ames22029:250031503,Ames24733,Ames22029.81FE7ABXX.5.B8,NA,#N/A,1
Ames22752:250033852,Ames28949,Ames22752.81FENABXX.1.G4,NA,#N/A,1
Ames23482:250032523,Ames30868,Ames23482.81FENABXX.7.H1,NA,#N/A,1
PI233317:250033468,Ames22045,PI233317.81N4HABXX.5.G1,NA,#N/A,1
NA,PI527699,B105.8042MABXX.3.H3,NA,#N/A,NA
PI511309:250033819,PI559953,PI511309.81FENABXX.1.B5,NA,#N/A,1
NA,Ames27445,PI548798.D0D0BACXX.3.B9,NA,#N/A,NA
Ames28418:250031193,PI406129,Ames28418.81FE7ABXX.2.G12,NA,#N/A,1
Ames19287:250031541,Ames22748,Ames19287.81FE7ABXX.5.E3,NA,#N/A,1
Ames27075:250032000,Ames22062,Ames27075.81FE8ABXX.2.A2,NA,#N/A,1
PI340817:250032320,PI538244,PI340817.81FE8ABXX.4.F8,NA,#N/A,1
NSL8579:250031640,Ames23456,NSL8579.81FE7ABXX.6.C7,NA,#N/A,1
PI550455:250035053,NSL437899,PI550455.81FENABXX.5.A11,NA,#N/A,1
NA,PI594073,PI642765.D0D0BACXX.4.D12,NA,#N/A,NA
PI601318:250033667,PI601564,PI601318.81N4HABXX.7.C2,NA,#N/A,1
NA,PI651539,EZ13.633Y5AAXX.5.A5,NA,#N/A,NA
PI601785:250035069,PI596505,PI601785.81FENABXX.5.C7,NA,#N/A,1
PI358530:250031432,Ames22020,PI358530.81FE7ABXX.4.F9,NA,#N/A,1
NA,PI550574,Ames30862.D0D0BACXX.4.G9,NA,#N/A,NA
NSL67796:250035108,PI604605,NSL67796.81FENABXX.5.F2,NA,#N/A,1
PI648431:250031523,Ames23442,PI648431.81FE7ABXX.5.D7,NA,#N/A,1
PI601191:250031638,PI644099,PI601191.81FE7ABXX.6.C5,NA,#N/A,1
NSL174429:250031643,Ames27042,NSL174429.81FE7ABXX.6.C10,NA,#N/A,1
PI415080:250034557,Ames12822,PI415080.81FENABXX.7.C3,NA,#N/A,1
PI406107:250034939,Ames23458,PI406107.81FENABXX.4.C4,NA,#N/A,1
PI601792:250035083,Ames24714,PI601792.81FENABXX.5.D11,NA,#N/A,1
PI601323:250033304,PI648423,PI601323.81N4HABXX.4.D10,NA,#N/A,1
NA,Ames28186,CML322.8042MABXX.4.D7,NA,#N/A,NA
PI535921:250035198,PI587145,PI535921.81FENABXX.6.C9,NA,#N/A,1
NA,NSL30066,Mo18W.8042MABXX.3.D2,NA,#N/A,NA
PI406117:250034611,EP39,PI406117.81FENABXX.7.G1,NA,#N/A,1
PI601789:250033443,PI607383,PI601789.81N4HABXX.5.D6,NA,#N/A,1
PI415079:250032263,PI555651,PI415079.81FE8ABXX.4.B3,NA,#N/A,1
NSL30056:250031529,NSL42872,NSL30056.81FE7ABXX.5.A4,NA,#N/A,1
NSL30071:250033700,PI639050,NSL30071.81N4HABXX.7.E3,NA,#N/A,1
NSL437923:250031198,PI583774,NSL437923.81FE7ABXX.2.H5,NA,#N/A,1
NSL437937:250035056,Ames22054,NSL437937.81FENABXX.5.B2,NA,#N/A,1
Ames22066:250034879,NSL437960,Ames22066.81FENABXX.3.H3,NA,#N/A,1
NA,PI639040,W22R.r.std_CS.2909.1.8042MABXX.4.D8,NA,#N/A,NA
Ames27025:250035226,EP56,Ames27025.81FENABXX.6.E5,NA,#N/A,1
Ames22017:250031897,PI369446,Ames22017.81FE8ABXX.1.C10,NA,#N/A,1
PI601459:250032594,PI560316,PI601459.81FE8ABXX.6.H4,NA,#N/A,1
Ames24735:250032583,Ames2341,Ames24735.81FE8ABXX.6.G5,NA,#N/A,1
Ames23445:250032348,Ames22758,Ames23445.81FE8ABXX.4.H12,NA,#N/A,1
NSL437964:250031288,Ames22013,NSL437964.81FE7ABXX.3.E4,NA,#N/A,1
NA,Ames22757,MS153.8042MABXX.4.D12,NA,#N/A,NA
Ames22031:250033685,Ames21095,Ames22031.81N4HABXX.7.D10,NA,#N/A,1
NA,NSL437934,EP4.633Y5AAXX.5.D2,NA,#N/A,NA
Ames26117:250035183,EP75,Ames26117.81FENABXX.6.B2,NA,#N/A,1
NSL32728:250032300,Ames24741,NSL32728.81FE8ABXX.4.D6,NA,#N/A,1
Ames22019:250033490,EP31,Ames22019.81N4HABXX.5.H11,NA,#N/A,1
NSL437925:250035134,NSL29317,NSL437925.81FENABXX.5.H4,NA,#N/A,1
PI601728:250035055,Ames19015,PI601728.81FENABXX.5.B1,NA,#N/A,1
NSL42878:250032573,Ames27043,NSL42878.81FE8ABXX.6.F7,NA,#N/A,1
NA,Ames19324,R177.8042MABXX.3.A10,NA,#N/A,NA
NA,NSL437905,EP2008.03.633Y5AAXX.5.E10,NA,#N/A,NA
PI601470:250031962,Ames2325,PI601470.81FE8ABXX.1.H7,NA,#N/A,1
NA,Ames22756,NA,NA,#N/A,NA
NA,PI538237,PI559919.D0D0BACXX.3.F3,NA,#N/A,NA
NA,PI601658,PI651538.D0D0BACXX.3.A2,NA,#N/A,NA
Ames19004:250033179,PI415084,Ames19004.81N4HABXX.3.D12,NA,#N/A,1
Ames22052:250032312,PI641243,Ames22052.81FE8ABXX.4.E12,NA,#N/A,1
NSL30883:250034677,PI641230,NSL30883.81FENABXX.2.B4,NA,#N/A,1
PI601006:250031516,PI553064,PI601006.81FE7ABXX.5.C10,NA,#N/A,1
Ames23492:250034868,PI517972,Ames23492.81FENABXX.3.G4,NA,#N/A,1
Ames_30480:250032905,Ames22050,Ames_30480.81N4HABXX.1.C2,NA,#N/A,1
NSL30862:250031120,NSL30906,NSL30862.81FE7ABXX.2.B3,NA,#N/A,1
Ames23509:250032428,Ames24721,Ames23509.81FE8ABXX.5.E1,NA,#N/A,1
PI369443:250032161,EP84,PI369443.81FE8ABXX.3.D10,NA,#N/A,1
PI654048:250032002,Ames22059,PI654048.81FE8ABXX.2.A6,NA,#N/A,1
NSL30065:250031249,PI560082,NSL30065.81FE7ABXX.3.B8,NA,#N/A,1
PI600956:250031548,PI543846,PI600956.81FE7ABXX.5.E10,NA,#N/A,1
PI542959:250031372,Ames26021,PI542959.81FE7ABXX.4.B1,NA,#N/A,1
NA,Ames24750,Ames26501.D0D0BACXX.4.A5,NA,#N/A,NA
PI601300:250031885,PI555660,PI601300.81FE8ABXX.1.B9,NA,#N/A,1
PI601009:250031950,PI567792,PI601009.81FE8ABXX.1.G7,NA,#N/A,1
PI233315:250034691,Ames22025,PI233315.81FENABXX.2.C10,NA,#N/A,1
PI550554:250035206,PI594070,PI550554.81FENABXX.6.D7,NA,#N/A,1
Ames27052:250035197,Ames23403,Ames27052.81FENABXX.6.C8,NA,#N/A,1
Ames24733:250032570,Ames22047,Ames24733.81FE8ABXX.6.F4,NA,#N/A,1
Ames28949:250031116,Ames23397,Ames28949.81FE7ABXX.2.A11,NA,#N/A,1
NA,Ames24589,Ames30868.D0D0BACXX.4.G11,NA,#N/A,NA
Ames22045:250031627,PI594075,Ames22045.81FE7ABXX.6.B2,NA,#N/A,1
PI527699:250031275,Ames20116,PI527699.81FE7ABXX.3.A4,NA,#N/A,1
NA,PI601808,PI559953.D0D0BACXX.3.F9,NA,#N/A,NA
Ames27445:250031272,PI567794,Ames27445.81FE7ABXX.3.D10,NA,#N/A,1
PI406129:250032192,NSL29319,PI406129.81FE8ABXX.3.F7,NA,#N/A,1
Ames22748:250031306,Ames26125,Ames22748.81FE7ABXX.3.F10,NA,#N/A,1
Ames22062:250032543,Ames24725,Ames22062.81FE8ABXX.6.D11,NA,#N/A,1
PI538244:250032469,Ames24704,PI538244.81FE8ABXX.5.H6,NA,#N/A,1
Ames23456:250033425,PI535926,Ames23456.81N4HABXX.5.D2,NA,#N/A,1
NSL437899:250032915,Ames23463,NSL437899.81N4HABXX.1.C12,NA,#N/A,1
PI594073:250033544,NSL32739,PI594073.81N4HABXX.6.C6,NA,#N/A,1
PI601564:250032383,Ames23420,PI601564.81FE8ABXX.5.A6,NA,#N/A,1
NA,PI601686,PI651539.D0D0BACXX.3.E7,NA,#N/A,NA
PI596505:250031375,PI607382,PI596505.81FE7ABXX.4.B4,NA,#N/A,1
Ames22020:250033597,PI535906,Ames22020.81N4HABXX.6.G3,NA,#N/A,1
NA,PI550471,H99.8042MABXX.3.A6,NA,#N/A,NA
PI550574:250033147,Ames23465,PI550574.81N4HABXX.3.A10,NA,#N/A,1
PI604605:250032404,PI601490,PI604605.81FE8ABXX.5.C9,NA,#N/A,1
Ames23442:250034672,PI604606,Ames23442.81FENABXX.2.A11,NA,#N/A,1
PI644099:250034579,Ames22023,PI644099.81FENABXX.7.A7,NA,#N/A,1
Ames27042:250035195,PI601489,Ames27042.81FENABXX.6.C6,NA,#N/A,1
Ames12822:250033599,PI406120,Ames12822.81N4HABXX.6.G5,NA,#N/A,1
Ames23458:250033051,PI506413,Ames23458.81N4HABXX.2.D11,NA,#N/A,1
Ames24714:250034680,PI638553,Ames24714.81FENABXX.2.B10,NA,#N/A,1
PI648423:250033433,PI406118,PI648423.81N4HABXX.5.D12,NA,#N/A,1
Ames28186:250034920,PI601784,Ames28186.81FENABXX.4.A1,NA,#N/A,1
PI587145:250032788,PI522252,PI587145.81FE8ABXX.7.C12,NA,#N/A,1
NSL30066:250032454,Ames24732,NSL30066.81FE8ABXX.5.G3,NA,#N/A,1
NA,EP67,EP39.633Y5AAXX.5.C2,NA,#N/A,NA
PI607383:250031320,PI539871,PI607383.81FE7ABXX.3.G12,NA,#N/A,1
NA,PI508277,PI555651.D0D0BACXX.3.A9,NA,#N/A,NA
NSL42872:250032843,PI591014,NSL42872.81FE8ABXX.7.G11,NA,#N/A,1
NA,PI550466,PI639050.D0D0BACXX.4.H6,NA,#N/A,NA
PI583774:250034846,PI509045,PI583774.81FENABXX.3.E6,NA,#N/A,1
Ames22054:250034592,PI601788,Ames22054.81FENABXX.7.E6,NA,#N/A,1
NSL437960:250034863,PI550542,NSL437960.81FENABXX.3.F11,NA,#N/A,1
NA,EZ23,PI639040.D0D0BACXX.4.E9,NA,#N/A,NA
NA,EP37,B109.8042MABXX.2.D1,NA,#N/A,NA
NA,PI535927,EP56.633Y5AAXX.5.E9,NA,#N/A,NA
PI369446:250032149,NSL32732,PI369446.81FE8ABXX.3.C8,NA,#N/A,1
NA,PI601500,DE_3.8042MABXX.2.H2,NA,#N/A,NA
NA,EP40,PI560316.D0D0BACXX.3.A11,NA,#N/A,NA
Ames2341:250031415,Ames26794,Ames2341.81FE7ABXX.4.E4,NA,#N/A,1
NA,PI369438,Ames22758.D0D0BACXX.4.F3,NA,#N/A,NA
Ames22013:250035074,PI593010,Ames22013.81FENABXX.5.C12,NA,#N/A,1
Ames22757:250033587,Ames23413,Ames22757.81N4HABXX.6.F5,NA,#N/A,1
Ames21095:250031537,EP86,Ames21095.81FE7ABXX.5.D4,NA,#N/A,1
NSL437934:250035138,Ames27044,NSL437934.81FENABXX.5.H8,NA,#N/A,1
NA,PI659679,EP75.633Y5AAXX.5.B10,NA,#N/A,NA
Ames24741:250032409,PI550565,Ames24741.81FE8ABXX.5.D2,NA,#N/A,1
NA,PI606769,EP31.633Y5AAXX.5.H1,NA,#N/A,NA
NSL29317:250031882,PI340823,NSL29317.81FE8ABXX.1.B3,NA,#N/A,1
Ames19015:250031558,Ames27446,Ames19015.81FE7ABXX.5.F8,NA,#N/A,1
Ames27043:250032216,PI340835,Ames27043.81FE8ABXX.3.H7,NA,#N/A,1
Ames19324:250031199,Ames22034,Ames19324.81FE7ABXX.2.H6,NA,#N/A,1
NSL437905:250034600,MR06_,NSL437905.81FENABXX.7.F2,NA,#N/A,1
Ames2325:250034612,PI535924,Ames2325.81FENABXX.7.G2,NA,#N/A,1
Ames22756:250031925,EP71,Ames22756.81FE8ABXX.1.E6,NA,#N/A,1
PI538237:250032330,PI601491,PI538237.81FE8ABXX.4.G6,NA,#N/A,1
NA,PI639053,PI601658.D0D0BACXX.3.C5,NA,#N/A,NA
PI415084:250032207,PI601466,PI415084.81FE8ABXX.3.G10,NA,#N/A,1
PI641243:250033185,PI340829,PI641243.81N4HABXX.3.B6,NA,#N/A,1
NA,Ames26796,PI641230.D0D0BACXX.4.D7,NA,#N/A,NA
PI553064:250031389,Ames22048,PI553064.81FE7ABXX.4.C10,NA,#N/A,1
PI517972:250031155,EP74,PI517972.81FE7ABXX.2.C1,NA,#N/A,1
Ames22050:250031703,Ames23436,Ames22050.81FE7ABXX.6.H2,NA,#N/A,1
NA,Ames26748,VA102.8042MABXX.4.F10,NA,#N/A,NA
NSL30906:250031304,EP51,NSL30906.81FE7ABXX.3.F8,NA,#N/A,1
Ames24721:250034871,Ames22060,Ames24721.81FENABXX.3.G7,NA,#N/A,1
NA,PI564683,EP84.633Y5AAXX.5.H3,NA,#N/A,NA
Ames22059:250032556,Ames26804,Ames22059.81FE8ABXX.6.E2,NA,#N/A,1
PI560082:250034964,PI535920,PI560082.81FENABXX.4.B7,NA,#N/A,1
NA,Ames26791,PI543846.D0D0BACXX.3.B6,NA,#N/A,NA
Ames26021:250034725,PI553055,Ames26021.81FENABXX.2.E12,NA,#N/A,1
NA,Ames23402,VaW6.8042MABXX.3.C11,NA,#N/A,NA
Ames24750:250034796,Ames27200,Ames24750.81FENABXX.3.A6,NA,#N/A,1
NA,NSL437972,PI555660.D0D0BACXX.3.E10,NA,#N/A,NA
PI567792:250032448,Ames26765,PI567792.81FE8ABXX.5.F9,NA,#N/A,1
Ames22025:250033800,Ames24740,Ames22025.81FENABXX.1.C8,NA,#N/A,1
PI594070:250033578,Ames22747,PI594070.81N4HABXX.6.E8,NA,#N/A,1
Ames23403:250032385,PI358535,Ames23403.81FE8ABXX.5.A10,NA,#N/A,1
Ames22047:250033737,Ames28425,Ames22047.81N4HABXX.7.H4,NA,#N/A,1
Ames23397:250034840,PI550516,Ames23397.81FENABXX.3.D6,NA,#N/A,1
Ames24589:250033745,PI406130,Ames24589.81N4HABXX.7.H12,NA,#N/A,1
PI594075:250031895,Ames12815,PI594075.81FE8ABXX.1.C8,NA,#N/A,1
Ames20116:250032204,PI635122,Ames20116.81FE8ABXX.3.G7,NA,#N/A,1
PI601808:250031936,PI267166,PI601808.81FE8ABXX.1.F5,NA,#N/A,1
PI567794:250032526,PI550504,PI567794.81FE8ABXX.6.C4,NA,#N/A,1
NSL29319:250033562,PI340822,NSL29319.81N4HABXX.6.A5,NA,#N/A,1
Ames26125:250034887,Ames24744,Ames26125.81FENABXX.3.H11,NA,#N/A,1
NA,PI340876,CH9.8042MABXX.4.H10,NA,#N/A,NA
Ames24725:250032585,NSL30909,Ames24725.81FE8ABXX.6.G7,NA,#N/A,1
Ames24704:250034761,Ames24715,Ames24704.81FENABXX.2.H12,NA,#N/A,1
PI535926:250032196,Ames23438,PI535926.81FE8ABXX.3.F11,NA,#N/A,1
Ames23463:250032436,Ames24746,Ames23463.81FE8ABXX.5.E9,NA,#N/A,1
NSL32739:250035248,PI593019,NSL32739.81FENABXX.6.G3,NA,#N/A,1
Ames23420:250032541,PI542952,Ames23420.81FE8ABXX.6.D9,NA,#N/A,1
PI601686:250031450,EP85,PI601686.81FE7ABXX.4.H3,NA,#N/A,1
PI607382:250035011,PI601571,PI607382.81FENABXX.4.H8,NA,#N/A,1
PI535906:250032273,Ames22027,PI535906.81FE8ABXX.4.C5,NA,#N/A,1
PI550471:250031143,PI415077,PI550471.81FE7ABXX.2.D8,NA,#N/A,1
Ames23465:250033080,PI567793,Ames23465.81N4HABXX.2.F6,NA,#N/A,1
PI601490:250032971,PI593460,PI601490.81N4HABXX.1.G12,NA,#N/A,1
PI604606:250031904,Ames24739,PI604606.81FE8ABXX.1.D7,NA,#N/A,1
Ames22023:250031947,PI358538,Ames22023.81FE8ABXX.1.G4,NA,#N/A,1
NA,PI415091,B97.8042MABXX.2.B7,NA,#N/A,NA
PI601489:250033809,Ames22024,PI601489.81FENABXX.1.D7,NA,#N/A,1
PI406120:250032930,Ames26742,PI406120.81N4HABXX.1.B5,NA,#N/A,1
PI506413:250031205,PI531083,PI506413.81FE7ABXX.2.H12,NA,#N/A,1
PI638553:250034984,Ames26776,PI638553.81FENABXX.4.F5,NA,#N/A,1
PI406118:250031237,Ames26511,PI406118.81FE7ABXX.3.A1,NA,#N/A,1
PI601784:250031952,PI553060,PI601784.81FE8ABXX.1.G9,NA,#N/A,1
PI522252:250035225,Ames28938,PI522252.81FENABXX.6.E4,NA,#N/A,1
Ames24732:250032433,PI601497,Ames24732.81FE8ABXX.5.E6,NA,#N/A,1
NA,Ames27039,EP67.633Y5AAXX.5.G9,NA,#N/A,NA
PI539871:250032542,Ames22057,PI539871.81FE8ABXX.6.D10,NA,#N/A,1
PI508277:250034860,PI535916,PI508277.81FENABXX.3.F8,NA,#N/A,1
NA,NSL437966,PI591014.D0D0BACXX.4.C7,NA,#N/A,NA
PI550466:250031293,PI550553,PI550466.81FE7ABXX.3.E9,NA,#N/A,1
PI509045:250033023,NSL437928,PI509045.81N4HABXX.2.B1,NA,#N/A,1
PI601788:250031142,Ames23396,PI601788.81FE7ABXX.2.D7,NA,#N/A,1
PI550542:250035240,Ames24737,PI550542.81FENABXX.6.F7,NA,#N/A,1
NA,PI594076,EZ23.633Y5AAXX.5.H5,NA,#N/A,NA
NA,PI531511,EP37.633Y5AAXX.5.B2,NA,#N/A,NA
PI535927:250032208,Ames23457,PI535927.81FE8ABXX.3.G11,NA,#N/A,1
NSL32732:250035237,PI550532,NSL32732.81FENABXX.6.F4,NA,#N/A,1
PI601500:250031076,Ames26744,PI601500.81FE7ABXX.1.H10,NA,#N/A,1
NA,Ames22053,EP40.633Y5AAXX.5.E2,NA,#N/A,NA
Ames26794:250034719,Ames22067,Ames26794.81FENABXX.2.E6,NA,#N/A,1
PI369438:250035230,PI358527,PI369438.81FENABXX.6.E9,NA,#N/A,1
PI593010:250032827,Ames22058,PI593010.81FE8ABXX.7.F7,NA,#N/A,1
Ames23413:250034591,PI594071,Ames23413.81FENABXX.7.E5,NA,#N/A,1
NA,PI415078,EP86.633Y5AAXX.5.F4,NA,#N/A,NA
Ames27044:250032325,Ames28366,Ames27044.81FE8ABXX.4.G1,NA,#N/A,1
NA,Ames12725,PI659679.D0D0BACXX.3.E3,NA,#N/A,NA
NA,Ames22046,B84.8042MABXX.2.A10,NA,#N/A,NA
PI550565:250032293,EP77,PI550565.81FE8ABXX.4.A7,NA,#N/A,1
PI606769:250032407,PI550492,PI606769.81FE8ABXX.5.C12,NA,#N/A,1
PI340823:250035249,PI236997,PI340823.81FENABXX.6.G4,NA,#N/A,1
Ames27446:250033730,NSL437936,Ames27446.81N4HABXX.7.G9,NA,#N/A,1
NA,NSL42806,PI340835.D0D0BACXX.3.C9,NA,#N/A,NA
Ames22034:250034880,NSL32729,Ames22034.81FENABXX.3.H4,NA,#N/A,1
NA,PI358529,MR06_.Chapalote._S6.81FE8ABXX.4.A10,NA,#N/A,NA
PI535924:250032282,NSL437910,PI535924.81FE8ABXX.4.D2,NA,#N/A,1
NA,PI596506,EP71.633Y5AAXX.5.B4,NA,#N/A,NA
PI601491:250033546,Ames27208,PI601491.81N4HABXX.6.C8,NA,#N/A,1
NA,Ames27214,PI639053.D0D0BACXX.4.C11,NA,#N/A,NA
PI601466:250032185,PI550468,PI601466.81FE8ABXX.3.E12,NA,#N/A,1
PI340829:250034845,Ames24745,PI340829.81FENABXX.3.E5,NA,#N/A,1
Ames26796:250031437,PI406116,Ames26796.81FE7ABXX.4.G2,NA,#N/A,1
Ames22048:250034795,PI594067,Ames22048.81FENABXX.3.A3,NA,#N/A,1
NA,Ames28364,EP74.633Y5AAXX.5.A10,NA,#N/A,NA
Ames23436:250035218,Ames22794,Ames23436.81FENABXX.6.B7,NA,#N/A,1
Ames26748:250033721,PI303936,Ames26748.81N4HABXX.7.F12,NA,#N/A,1
NA,Ames27041,EP51.633Y5AAXX.5.B9,NA,#N/A,NA
Ames22060:250034542,Ames30870,Ames22060.81FENABXX.7.A6,NA,#N/A,1
PI564683:250035063,PI433485,PI564683.81FENABXX.5.B12,NA,#N/A,1
Ames26804:250031495,Ames28365,Ames26804.81FE7ABXX.5.A8,NA,#N/A,1
PI535920:250035207,NSL437891,PI535920.81FENABXX.6.D8,NA,#N/A,1
Ames26791:250031494,EZ3,Ames26791.81FE7ABXX.5.A6,NA,#N/A,1
PI553055:250033661,PI391414,PI553055.81N4HABXX.7.B4,NA,#N/A,1
Ames23402:250034979,PI651544,Ames23402.81FENABXX.4.E12,NA,#N/A,1
NA,CIze127,Ames27200.D0D0BACXX.3.E6,NA,#N/A,NA
NSL437972:250031309,PI639500,NSL437972.81FE7ABXX.3.G1,NA,#N/A,1
Ames26765:250033614,NSL437895,Ames26765.81N4HABXX.6.H8,NA,#N/A,1
Ames24740:250032380,NSL67792,Ames24740.81FE8ABXX.5.A1,NA,#N/A,1
Ames22747:250032296,PI257511,Ames22747.81FE8ABXX.4.B6,NA,#N/A,1
NA,Ames19014,W22.8042MABXX.2.A7,NA,#N/A,NA
PI358535:250032566,PI639037,PI358535.81FE8ABXX.6.E12,NA,#N/A,1
Ames28425:250034861,PI536520,Ames28425.81FENABXX.3.F9,NA,#N/A,1
PI550516:250033175,Ames2330,PI550516.81N4HABXX.3.D8,NA,#N/A,1
NA,PI639499,Va14.8042MABXX.3.G3,NA,#N/A,NA
NA,PI607522,EP1.8042MABXX.2.F11,NA,#N/A,NA
PI406130:250032032,EP65,PI406130.81FE8ABXX.2.D8,NA,#N/A,1
Ames12815:250031896,Ames26764,Ames12815.81FE8ABXX.1.C9,NA,#N/A,1
PI635122:250032173,PI639498,PI635122.81FE8ABXX.3.D6,NA,#N/A,1
PI267166:250035220,Ames28421,PI267166.81FENABXX.6.D4,NA,#N/A,1
PI550504:250032271,PI520770,PI550504.81FE8ABXX.4.C3,NA,#N/A,1
PI340822:250035265,NSL30879,PI340822.81FENABXX.6.H8,NA,#N/A,1
NA,PI550571,CM105.8042MABXX.2.E10,NA,#N/A,NA
Ames24744:250034928,PI358537,Ames24744.81FENABXX.4.B1,NA,#N/A,1
PI340876:250031167,Ames27216,PI340876.81FE7ABXX.2.E10,NA,#N/A,1
NSL30909:250034666,Ames19009,NSL30909.81FENABXX.2.A1,NA,#N/A,1
Ames24715:250034679,PI433486,Ames24715.81FENABXX.2.B9,NA,#N/A,1
Ames23438:250032401,PI267165,Ames23438.81FE8ABXX.5.C6,NA,#N/A,1
Ames24746:250034629,NSL30873,Ames24746.81FENABXX.7.H7,NA,#N/A,1
PI593019:250032803,Ames23424,PI593019.81FE8ABXX.7.B5,NA,#N/A,1
PI542952:250032966,PI358536,PI542952.81N4HABXX.1.G7,NA,#N/A,1
NA,Ames22036,EP85.633Y5AAXX.5.G5,NA,#N/A,NA
PI601571:250034996,PI601495,PI601571.81FENABXX.4.G5,NA,#N/A,1
Ames22027:250031027,NSL42804,Ames22027.81FE7ABXX.1.B7,NA,#N/A,1
PI415077:250035217,Ames23435,PI415077.81FENABXX.6.B6,NA,#N/A,1
PI567793:250034689,PI524970,PI567793.81FENABXX.2.C8,NA,#N/A,1
NA,EZ59,OH7B.8042MABXX.4.B11,NA,#N/A,NA
PI593460:250034834,NSL42807,PI593460.81FENABXX.3.A9,NA,#N/A,1
Ames24739:250033603,Ames30867,Ames24739.81N4HABXX.6.G9,NA,#N/A,1
PI358538:250033688,PI648424,PI358538.81N4HABXX.7.A4,NA,#N/A,1
PI415091:250035242,Mp04,PI415091.81FENABXX.6.F9,NA,#N/A,1
Ames22024:250033465,PI558523,Ames22024.81N4HABXX.5.F10,NA,#N/A,1
Ames26742:250033733,PI639039,Ames26742.81N4HABXX.7.G12,NA,#N/A,1
PI531083:250031067,NSL30876,PI531083.81FE7ABXX.1.H1,NA,#N/A,1
Ames26776:250031156,EZ24,Ames26776.81FE7ABXX.2.D4,NA,#N/A,1
NA,CIze3,Ames26511.D0D0BACXX.4.D9,NA,#N/A,NA
PI553060:250033673,PI601685,PI553060.81N4HABXX.7.C8,NA,#N/A,1
Ames28938:250031008,Ames22793,Ames28938.81FE7ABXX.1.C10,NA,#N/A,1
PI601497:250030994,PI535901,PI601497.81FE7ABXX.1.B4,NA,#N/A,1
Ames27039:250032217,EZ53,Ames27039.81FE8ABXX.3.H8,NA,#N/A,1
Ames22057:250033832,NSL438022,Ames22057.81FENABXX.1.E8,NA,#N/A,1
